epoch,lr,epoch_time_s,train_time_s,val_time_s,peak_gpu_mem_mb,peak_gpu_reserved_mb,train_loss,train_auc_mean,train_auc_abnormal,train_auc_acl,train_auc_meniscus,val_loss,val_auc_mean,val_auc_abnormal,val_auc_acl,val_auc_meniscus
1,0.0001,26.5357,16.778,9.75769,4604.3,6704,0.835998,0.473316,0.522569,0.415094,0.482286,0.993053,0.49033,0.504808,0.551111,0.415072
2,5.05e-05,25.819,16.1411,9.67789,4608.93,5194,0.820101,0.517214,0.703125,0.334232,0.514286,0.967012,0.475405,0.396635,0.551111,0.478469
