epoch,lr,epoch_time_s,train_time_s,val_time_s,peak_gpu_mem_mb,peak_gpu_reserved_mb,train_loss,train_auc_mean,train_auc_abnormal,train_auc_acl,train_auc_meniscus,val_loss,val_auc_mean,val_auc_abnormal,val_auc_acl,val_auc_meniscus
1,0.0001,15.1611,9.8375,5.32364,2597.06,2792,1.04454,0.456815,0.594618,0.412399,0.363429,1.26178,0.536506,0.492788,0.553333,0.563397
2,5.05e-05,14.1291,8.88609,5.24296,2591.37,2794,0.831285,0.561436,0.568576,0.528302,0.587429,1.05053,0.517103,0.447115,0.534815,0.569378
